order_id,customer_id,employee_id,order_date,freight
16056,1879,104,2025-04-16,57.3
16057,7911,275,2023-08-07,105.47
16058,8805,2,2025-10-15,154.26
16059,19,125,2023-08-15,192.57
16060,7608,167,2024-10-08,95.18
16061,7910,440,2026-05-15,65.75
16062,3362,275,2026-04-21,43.49
16063,5370,339,2026-02-15,138.62
16064,7423,73,2026-01-18,199.56
16065,8641,394,2025-07-08,64.96
16066,1077,387,2025-02-04,15.61
16067,2453,370,2025-06-17,95.75
16068,3431,389,2025-03-31,166.69
16069,9131,299,2024-04-22,151.7
16070,578,433,2024-05-10,120.64
16071,4833,70,2025-10-28,188.89
16072,1295,278,2026-03-04,120.41
16073,5805,3,2025-11-25,143.9
16074,7536,376,2026-03-24,103.52
16075,791,5,2023-11-11,56.38
16076,9260,234,2025-10-09,83.74
16077,4640,123,2025-09-05,195.3
16078,7197,322,2024-02-19,44.97
16079,9867,384,2024-07-11,112.2
16080,9026,249,2023-10-31,107.33
16081,3505,489,2025-03-27,80.25
16082,98,182,2025-03-02,196.69
16083,6823,85,2024-08-19,151.87
16084,8523,435,2023-12-31,28.2
16085,9860,138,2024-03-05,44.37
16086,6252,455,2024-09-26,168.49
16087,7166,155,2025-02-12,106.14
16088,8823,222,2024-06-14,55.32
16089,8026,11,2024-12-27,143.36
16090,1811,330,2024-10-26,98.0
16091,8596,92,2025-03-12,182.62
16092,8159,454,2026-05-22,62.6
16093,2677,60,2024-02-14,56.54
16094,8577,360,2024-05-13,152.33
16095,5754,437,2024-05-27,153.68
16096,8787,484,2023-07-15,106.68
16097,5661,119,2025-01-23,50.51
16098,6937,45,2025-11-02,198.77
16099,1090,1,2024-10-01,70.93
16100,6499,127,2025-03-18,176.53
16101,6874,209,2024-05-25,198.0
16102,5238,147,2025-11-12,121.78
16103,9310,348,2026-05-26,146.59
16104,5492,30,2026-03-20,136.73
16105,4897,326,2023-07-21,98.86
16106,854,420,2025-05-28,129.89
16107,1638,214,2025-12-20,181.98
16108,5433,479,2025-09-11,54.27
16109,4534,80,2025-08-04,151.45
16110,1203,377,2024-09-06,103.01
16111,1465,132,2025-03-15,31.69
16112,118,194,2026-03-07,54.47
16113,3895,477,2024-05-31,188.08
16114,8540,302,2025-05-03,126.61
16115,3214,100,2024-06-08,90.87
16116,6460,194,2023-06-23,43.05
16117,4409,266,2024-03-25,79.97
16118,8987,224,2023-09-18,166.63
16119,6077,62,2025-04-15,136.02
16120,5283,404,2025-05-30,144.75
16121,9743,472,2025-06-22,22.33
16122,3746,438,2025-08-21,54.73
16123,5841,61,2025-09-25,65.49
16124,4196,367,2024-12-15,153.4
16125,4589,293,2024-12-30,29.62
16126,485,313,2025-06-21,125.42
16127,5124,469,2025-12-31,131.64
16128,3791,335,2025-11-19,85.9
16129,2402,186,2024-08-29,131.94
16130,3896,133,2026-03-10,118.96
16131,5069,279,2026-01-23,63.24
16132,9535,473,2023-09-14,130.16
16133,8620,395,2023-09-10,72.94
16134,6084,354,2025-01-08,134.51
16135,2782,112,2023-12-19,184.68
16136,2304,69,2025-06-04,76.57
16137,235,380,2023-07-14,153.51
16138,8864,331,2024-01-11,157.34
16139,2787,345,2023-11-02,193.27
16140,5558,257,2024-07-07,96.56
16141,1204,498,2024-11-28,155.07
16142,918,472,2025-02-10,45.23
16143,5586,445,2026-05-02,10.83
16144,5636,385,2025-09-14,81.79
16145,7911,205,2025-02-23,58.32
16146,4666,88,2024-10-13,41.41
16147,6184,39,2025-10-15,149.39
16148,758,377,2025-03-15,156.12
16149,9381,182,2024-11-11,22.05
16150,5256,406,2025-09-26,45.98
16151,9426,351,2025-04-29,72.07
16152,8998,330,2023-09-17,151.89
16153,3906,369,2023-08-02,116.18
16154,9114,482,2025-02-28,138.16
16155,5100,97,2023-11-05,20.99
16156,3669,135,2024-02-01,18.35
16157,1515,311,2024-03-11,16.43
16158,4506,393,2026-01-28,73.66
16159,54,309,2025-08-26,166.06
16160,7189,336,2024-10-13,118.19
16161,6030,310,2023-09-16,30.41
16162,4538,283,2026-04-19,172.36
16163,1817,369,2026-04-07,96.52
16164,555,421,2025-11-12,49.1
16165,5807,88,2026-05-28,35.79
16166,5800,412,2023-12-15,124.91
16167,2633,498,2025-01-11,131.38
16168,3240,80,2024-10-31,142.62
16169,9096,2,2023-07-17,59.65
16170,5453,65,2023-11-09,63.69
16171,5495,401,2023-12-30,107.17
16172,7009,394,2026-01-23,158.6
16173,3301,363,2025-06-10,39.9
16174,483,336,2025-06-29,119.29
16175,1580,147,2024-02-10,71.05
16176,6176,7,2024-02-07,91.42
16177,6615,130,2026-03-17,112.4
16178,9700,327,2023-07-17,61.01
16179,5946,228,2023-10-18,124.18
16180,8286,322,2023-07-24,155.09
16181,9268,307,2023-06-26,175.78
16182,8696,237,2026-05-26,69.63
16183,5749,56,2024-05-03,181.48
16184,2896,302,2023-12-30,194.04
16185,1535,342,2026-04-29,176.18
16186,6403,198,2024-11-01,53.38
16187,8454,253,2024-08-28,120.48
16188,5455,492,2023-07-28,47.46
16189,5631,206,2025-07-11,143.23
16190,8216,133,2023-11-06,52.76
16191,9505,436,2025-12-19,177.48
16192,6178,69,2024-05-17,112.5
16193,1783,21,2023-08-14,49.9
16194,5801,173,2023-11-06,72.38
16195,7028,350,2025-06-25,134.91
16196,2463,450,2024-08-20,106.62
16197,5033,314,2024-12-09,166.31
16198,134,52,2025-04-12,51.57
16199,5225,337,2024-06-18,93.69
16200,7016,222,2025-02-12,64.57
16201,8090,398,2024-12-27,145.66
16202,7157,493,2025-10-01,195.55
16203,5839,346,2023-10-02,125.94
16204,3153,249,2023-12-12,160.18
16205,829,497,2025-05-28,46.11
16206,2009,71,2024-09-11,114.16
16207,2879,99,2023-09-10,84.78
16208,6320,279,2024-02-07,184.15
16209,5501,363,2023-10-09,65.02
16210,7341,354,2023-09-11,168.95
16211,5599,146,2024-11-07,71.25
16212,6388,79,2025-02-14,175.36
16213,4038,62,2026-01-04,161.82
16214,1259,469,2025-05-07,12.39
16215,8637,14,2024-02-12,78.05
16216,8289,221,2025-08-18,193.58
16217,956,254,2024-12-07,189.48
16218,8388,56,2025-04-08,20.99
16219,3283,412,2024-12-18,191.7
16220,9092,392,2024-08-29,69.7
16221,1134,416,2023-08-18,197.77
16222,6442,455,2024-02-23,132.85
16223,6041,127,2026-03-19,140.45
16224,1468,179,2024-09-11,144.13
16225,7652,460,2024-11-07,37.17
16226,6932,184,2023-08-16,102.88
16227,4932,443,2024-04-05,111.08
16228,5944,428,2025-02-08,89.14
16229,3459,117,2025-09-03,66.09
16230,9874,19,2026-05-17,86.66
16231,8445,381,2024-04-10,153.88
16232,300,330,2024-02-17,75.81
16233,5751,112,2024-09-29,107.92
16234,8117,181,2026-06-13,89.49
16235,1187,238,2026-05-09,110.32
16236,2463,62,2024-07-22,140.94
16237,9201,275,2025-12-26,92.88
16238,8501,173,2024-07-13,109.68
16239,7319,106,2026-03-05,189.93
16240,4036,21,2024-09-23,182.01
16241,4791,403,2026-01-16,119.78
16242,4390,115,2025-02-18,181.08
16243,9131,141,2024-05-21,95.88
16244,7490,91,2025-09-11,28.56
16245,4177,371,2024-08-12,173.77
16246,4190,10,2024-10-28,24.82
16247,2231,488,2025-11-16,127.12
16248,1339,391,2025-02-26,135.95
16249,5309,145,2026-02-10,69.4
16250,1680,168,2024-08-15,151.57
16251,4555,250,2024-04-22,34.95
16252,3821,12,2024-08-17,186.52
16253,5628,2,2023-07-31,64.65
16254,2561,376,2025-02-27,111.42
16255,5662,480,2023-12-24,25.71
16256,1574,29,2025-02-17,86.06
16257,4401,162,2025-11-26,111.18
16258,1304,353,2026-01-23,88.9
16259,3800,257,2023-11-25,140.63
16260,629,482,2026-01-30,188.49
16261,5205,107,2024-07-14,133.07
16262,9763,175,2023-09-05,109.56
16263,1638,216,2024-07-23,103.51
16264,6865,442,2025-08-13,163.07
16265,7156,312,2024-12-26,155.51
16266,5735,471,2024-09-14,16.04
16267,633,39,2023-12-04,165.98
16268,4973,499,2024-04-22,44.63
16269,5746,20,2026-04-03,85.49
16270,7916,430,2026-01-20,173.92
16271,4038,497,2025-07-28,91.87
16272,9686,478,2024-10-25,163.19
16273,3235,351,2024-06-20,57.33
16274,8808,404,2024-07-02,94.59
16275,4405,34,2025-03-28,161.76
16276,1880,331,2025-08-20,159.32
16277,8262,259,2024-12-10,15.58
16278,5182,417,2025-07-29,152.93
16279,3839,222,2025-08-24,97.93
16280,7913,328,2025-03-29,161.48
16281,5610,124,2026-02-20,197.84
16282,6821,73,2024-07-24,129.28
16283,5207,298,2024-12-26,124.0
16284,1703,467,2025-03-30,52.52
16285,5709,238,2024-09-25,124.45
16286,4632,108,2024-08-02,137.15
16287,6413,152,2025-04-21,185.23
16288,436,352,2025-07-31,124.35
16289,1286,409,2025-04-25,100.48
16290,8723,132,2026-02-22,139.12
16291,4433,188,2025-06-30,93.6
16292,7195,244,2023-08-10,30.16
16293,9570,162,2024-08-08,44.52
16294,2324,158,2025-03-16,54.45
16295,1463,213,2023-07-18,183.4
16296,856,366,2025-07-06,99.27
16297,7609,1,2025-03-06,82.74
16298,9654,270,2023-07-31,30.79
16299,7231,345,2023-11-17,119.71
16300,2794,354,2025-05-28,135.59
16301,9240,155,2023-12-17,144.38
16302,5970,147,2026-03-09,119.4
16303,7065,448,2025-05-29,170.76
16304,5201,402,2025-10-25,163.44
16305,5910,456,2025-01-06,26.02
16306,5839,2,2024-04-10,63.39
16307,3072,422,2023-09-19,194.9
16308,9559,282,2024-02-12,92.33
16309,3053,64,2024-12-01,148.98
16310,4839,25,2023-10-18,64.24
16311,5640,246,2023-08-01,68.55
16312,2985,242,2025-09-24,74.08
16313,6534,100,2025-02-20,50.83
16314,6621,366,2024-04-03,56.02
16315,5197,114,2024-11-08,118.13
16316,6089,207,2025-10-31,74.12
16317,5198,180,2025-03-13,88.55
16318,6235,93,2024-03-12,72.86
16319,4393,340,2023-08-15,106.98
16320,766,158,2024-05-24,130.23
16321,3196,469,2025-06-24,171.11
16322,3709,254,2025-09-06,196.84
16323,5537,366,2024-10-14,124.41
16324,3612,87,2024-03-25,83.8
16325,349,199,2023-12-08,129.18
16326,6355,290,2024-12-10,88.63
16327,5184,186,2023-09-25,167.91
16328,270,96,2025-08-28,29.5
16329,9021,480,2024-06-10,122.61
16330,1564,125,2024-05-24,126.49
16331,2153,476,2025-01-31,161.57
16332,4982,63,2025-06-10,17.15
16333,60,114,2023-06-26,71.11
16334,8815,474,2025-01-22,45.2
16335,740,410,2025-12-24,47.21
16336,3858,435,2024-03-21,78.6
16337,3910,382,2025-08-08,187.21
16338,7366,473,2025-12-19,64.75
16339,1368,25,2025-04-03,76.84
16340,6422,426,2024-06-20,125.79
16341,9085,404,2025-10-06,146.96
16342,1020,475,2025-03-22,199.3
16343,1511,52,2024-10-04,79.42
16344,9942,247,2024-12-27,49.24
16345,2384,179,2025-08-15,104.74
16346,1945,17,2024-10-18,80.35
16347,4538,490,2024-05-28,173.47
16348,9148,57,2025-06-30,92.48
16349,9245,120,2023-09-27,51.39
16350,7723,209,2023-11-19,85.33
16351,8048,315,2024-10-02,36.16
16352,9348,205,2024-05-19,162.73
16353,2771,408,2024-11-12,61.98
16354,4871,182,2024-10-29,75.92
16355,103,297,2026-04-10,101.85
16356,1666,121,2025-09-02,158.69
16357,7026,203,2024-01-16,103.01
16358,5067,257,2026-02-27,162.29
16359,791,72,2026-02-24,151.81
16360,9906,135,2023-07-26,31.25
16361,454,295,2025-11-01,35.14
16362,8767,452,2025-08-12,161.6
16363,6517,384,2026-02-17,129.9
16364,504,93,2024-11-22,101.06
16365,5422,227,2023-08-07,12.21
16366,9225,323,2026-05-13,172.77
16367,7755,143,2025-12-06,111.95
16368,7767,95,2023-10-30,76.23
16369,6025,366,2025-12-12,12.7
16370,4785,378,2026-02-06,16.16
16371,1766,352,2025-06-07,136.75
16372,5707,392,2024-04-10,128.59
16373,4704,488,2026-03-19,56.48
16374,2560,477,2024-06-23,78.85
16375,1997,252,2025-08-19,23.97
16376,2213,140,2025-08-18,66.34
16377,2144,235,2025-11-03,174.54
16378,736,373,2025-09-28,40.13
16379,7920,325,2024-01-09,136.69
16380,4589,378,2025-06-29,161.56
16381,3148,78,2025-11-22,89.46
16382,712,477,2025-10-30,117.39
16383,5585,103,2025-10-24,146.09
16384,5643,137,2024-07-10,33.01
16385,9923,189,2026-05-25,21.17
16386,3453,112,2024-04-20,167.74
16387,691,319,2023-11-23,59.64
16388,4159,267,2024-11-30,185.23
16389,6335,118,2025-03-16,122.14
16390,2678,125,2024-12-03,42.26
16391,5506,251,2025-07-16,81.6
16392,200,386,2025-04-25,84.26
16393,6806,127,2025-12-05,78.53
16394,4094,143,2024-06-14,48.14
16395,4515,260,2023-09-01,188.3
16396,1455,135,2024-12-19,20.95
16397,5499,322,2023-10-24,111.92
16398,1304,293,2025-02-19,157.23
16399,6008,430,2025-01-11,93.66
16400,6286,265,2026-03-15,52.39
16401,3957,434,2026-02-26,20.49
16402,7943,472,2025-06-20,73.01
16403,6110,151,2026-02-23,129.86
16404,800,142,2024-09-26,106.3
16405,6818,174,2024-01-05,31.28
16406,3648,23,2026-05-15,51.34
16407,9147,156,2024-03-26,63.5
16408,9255,142,2025-03-28,158.63
16409,2279,11,2025-08-16,82.72
16410,6515,436,2026-02-01,45.08
16411,3885,362,2026-04-17,124.81
16412,8724,185,2024-07-27,41.38
16413,174,229,2024-08-23,168.56
16414,4244,427,2024-04-08,103.83
16415,4762,196,2024-04-08,62.1
16416,1081,493,2024-03-21,169.37
16417,2818,410,2026-03-28,119.55
16418,9627,210,2024-09-18,111.38
16419,6947,318,2025-05-14,61.66
16420,2079,189,2024-11-20,104.55
16421,1957,462,2025-02-15,10.38
16422,4131,247,2024-04-08,117.47
16423,6725,440,2024-09-20,81.65
16424,5143,272,2024-07-10,159.77
16425,9386,391,2023-07-01,173.08
16426,5272,111,2023-07-10,110.5
16427,128,293,2024-11-22,70.94
16428,298,213,2023-12-17,48.25
16429,5336,238,2024-12-01,95.07
16430,5731,403,2024-06-11,16.54
16431,5707,328,2024-10-24,159.7
16432,4180,456,2024-11-28,15.2
16433,542,176,2024-05-06,175.49
16434,7964,326,2024-10-13,175.94
16435,1352,390,2026-05-07,137.9
16436,7971,153,2023-11-13,51.92
16437,4004,193,2023-08-14,74.49
16438,8232,479,2023-10-29,87.0
16439,2682,176,2026-03-10,187.36
16440,2693,371,2026-01-09,50.75
16441,4506,148,2025-11-11,48.12
16442,603,234,2024-01-20,195.52
16443,1791,47,2025-01-09,108.62
16444,767,479,2023-08-26,147.81
16445,3782,51,2026-01-25,99.33
16446,8898,285,2024-12-08,52.68
16447,4079,440,2023-10-08,144.7
16448,609,226,2023-07-22,188.34
16449,5510,214,2026-01-27,109.28
16450,6198,216,2026-06-08,174.74
16451,89,304,2024-08-11,89.21
16452,4091,443,2025-06-25,132.37
16453,765,391,2026-03-03,87.28
16454,7844,193,2026-02-10,101.11
16455,7477,92,2025-10-10,38.7
16456,4650,339,2025-10-31,198.97
16457,3774,447,2024-10-15,121.29
16458,5419,332,2023-06-27,125.5
16459,7201,119,2025-04-10,50.26
16460,3627,65,2025-08-23,15.91
16461,4362,137,2024-08-22,139.08
16462,2831,480,2024-12-16,167.18
16463,2305,242,2026-05-27,190.26
16464,1000,59,2025-10-17,42.26
16465,5930,386,2025-01-22,75.8
16466,1951,272,2024-08-05,128.42
16467,2489,1,2025-03-20,71.2
16468,6952,413,2024-05-01,71.42
16469,7262,287,2023-10-17,28.05
16470,9102,92,2025-04-09,40.72
16471,7029,7,2026-02-24,194.42
16472,650,228,2023-12-11,14.03
16473,597,40,2024-07-02,44.19
16474,773,198,2025-01-13,164.0
16475,6636,426,2025-07-01,27.79
16476,8982,262,2024-01-11,87.23
16477,1351,404,2026-01-13,81.99
16478,1942,452,2023-08-31,117.64
16479,140,308,2024-10-10,69.33
16480,6417,388,2025-11-26,23.18
16481,9336,243,2025-08-11,197.81
16482,2238,341,2025-08-14,114.26
16483,7624,250,2025-08-30,48.19
16484,9837,147,2026-02-27,108.46
16485,7222,216,2025-12-11,58.81
16486,7818,179,2024-06-30,60.51
16487,1743,438,2024-10-22,190.59
16488,989,139,2025-12-25,79.81
16489,3624,234,2025-10-09,172.63
16490,9535,40,2026-05-24,187.88
16491,478,424,2026-06-08,73.68
16492,208,426,2025-10-17,189.99
16493,3419,219,2025-10-09,19.29
16494,1178,329,2025-01-22,103.3
16495,618,148,2025-03-19,128.72
16496,3060,129,2024-07-09,197.6
16497,1187,425,2024-07-28,146.16
16498,7179,30,2024-10-18,115.24
16499,1737,43,2025-01-12,155.2
16500,9555,37,2025-12-11,86.6
16501,4018,311,2025-04-21,68.22
16502,5362,225,2024-12-18,69.15
16503,5284,376,2024-06-03,196.17
16504,4835,392,2025-03-07,138.93
16505,6602,344,2026-04-03,14.31
16506,9550,20,2024-09-15,43.61
16507,1326,18,2025-03-01,85.92
16508,7476,259,2026-04-08,84.99
16509,5236,324,2024-11-04,119.79
16510,9911,93,2024-04-16,25.3
16511,6848,126,2025-01-14,82.32
16512,8528,293,2025-11-18,118.28
16513,7713,239,2024-09-10,111.59
16514,2719,52,2024-05-25,124.7
16515,7093,194,2025-07-22,176.85
16516,7255,417,2025-07-25,130.54
16517,238,230,2025-08-06,191.48
16518,661,137,2024-04-15,198.84
16519,564,124,2024-08-15,138.24
16520,371,326,2025-03-14,43.01
16521,5365,158,2023-07-19,129.79
16522,6660,198,2026-03-13,130.79
16523,1464,431,2025-01-02,37.77
16524,1595,412,2025-08-23,122.38
16525,8669,471,2023-11-26,121.96
16526,2841,16,2026-03-14,87.02
16527,4153,417,2026-03-31,155.38
16528,792,289,2024-03-21,62.16
16529,6930,429,2025-10-28,126.58
16530,4725,23,2025-06-05,161.06
16531,1892,165,2025-03-07,50.13
16532,9530,447,2025-07-02,94.05
16533,7218,323,2025-09-18,192.11
16534,483,456,2026-01-03,121.01
16535,3781,449,2023-12-25,131.11
16536,6839,107,2025-05-24,14.16
16537,8170,493,2024-06-03,185.07
16538,6650,358,2024-07-25,173.79
16539,4578,495,2024-09-18,58.77
16540,4375,49,2023-10-04,103.29
16541,1578,390,2025-05-23,106.27
16542,2285,274,2024-03-11,126.95
16543,1284,228,2024-01-28,146.5
16544,1569,78,2025-02-28,10.04
16545,5078,454,2023-07-17,36.87
16546,485,275,2024-10-25,49.12
16547,9467,494,2023-11-19,82.82
16548,6170,112,2023-07-05,144.58
16549,9971,491,2025-11-13,162.94
16550,505,135,2025-01-14,187.45
16551,368,276,2024-11-28,152.8
16552,5540,2,2025-01-26,153.34
16553,7135,110,2026-04-10,27.42
16554,2719,331,2024-05-26,51.1
16555,2122,18,2023-07-11,137.65
16556,1724,82,2025-06-02,176.19
16557,8260,331,2024-03-22,170.11
16558,4074,373,2026-03-05,130.8
16559,3701,379,2025-09-26,149.4
16560,2429,418,2025-08-30,112.71
16561,7921,39,2025-01-14,91.01
16562,5540,497,2024-11-02,161.13
16563,8669,360,2024-08-22,27.78
16564,7774,1,2023-06-23,162.97
16565,1285,352,2024-05-24,112.38
16566,7383,449,2023-11-26,16.05
16567,3006,190,2026-01-06,116.39
16568,6627,498,2024-12-03,134.12
16569,7952,90,2024-07-14,173.44
16570,973,73,2025-07-10,119.77
16571,7051,6,2023-09-06,174.33
16572,4322,221,2025-02-09,69.03
16573,1593,125,2025-09-17,147.59
16574,4003,109,2023-08-08,142.91
16575,2414,452,2023-09-06,123.06
16576,2772,261,2024-12-01,79.76
16577,9570,363,2024-04-21,76.62
16578,3602,18,2025-08-26,182.29
16579,2404,307,2024-12-05,40.91
16580,6616,54,2024-02-27,181.51
16581,5897,198,2026-03-28,98.67
16582,4833,461,2025-02-16,69.81
16583,4408,374,2024-06-12,182.55
16584,8240,195,2026-06-07,144.29
16585,5016,90,2025-08-07,143.92
16586,8062,174,2025-10-30,143.42
16587,2644,337,2024-10-03,41.6
16588,9004,150,2024-12-29,85.82
16589,7142,373,2025-04-02,140.41
16590,9836,39,2024-05-16,114.4
16591,4239,12,2026-01-31,134.88
16592,6348,74,2024-04-21,198.23
16593,6203,383,2025-02-19,113.29
16594,1721,291,2024-10-27,28.88
16595,8496,473,2024-04-19,168.59
16596,5991,19,2024-12-18,37.25
16597,3061,423,2023-09-13,87.16
16598,3796,239,2025-09-22,124.67
16599,9238,305,2024-03-13,162.36
16600,3207,408,2025-03-21,114.22
16601,8095,6,2024-08-04,41.98
16602,3659,460,2024-07-12,30.05
16603,2552,83,2024-04-18,159.31
16604,6905,429,2024-03-22,107.04
16605,5365,66,2025-07-17,71.72
16606,7880,193,2025-05-05,189.06
16607,2446,136,2024-07-29,161.6
16608,6678,10,2024-01-04,37.86
16609,7798,415,2024-09-11,110.83
16610,6286,332,2023-12-05,152.03
16611,7609,347,2023-11-28,182.43
16612,3452,132,2025-06-05,51.53
16613,6613,42,2025-10-08,118.56
16614,7855,380,2024-11-07,84.64
16615,4447,492,2024-03-27,189.42
16616,2645,329,2024-12-19,143.48
16617,2242,110,2025-01-24,22.13
16618,7087,14,2026-03-08,134.54
16619,1655,471,2026-01-04,79.04
16620,9232,29,2026-02-08,160.49
16621,2347,155,2025-01-09,85.04
16622,2645,262,2026-03-04,66.71
16623,9759,418,2024-10-01,198.5
16624,8546,105,2026-04-13,107.06
16625,2167,61,2026-02-07,119.8
16626,3219,269,2024-08-10,72.55
16627,9579,231,2025-12-22,192.18
16628,9690,74,2024-08-26,92.15
16629,8327,384,2025-05-23,120.42
16630,6272,310,2025-10-16,75.77
16631,8700,284,2024-10-23,151.73
16632,4700,482,2026-02-20,19.82
16633,6141,2,2025-11-15,58.82
16634,1345,144,2025-03-02,94.95
16635,4206,41,2026-06-12,125.15
16636,7705,439,2024-10-05,17.78
16637,9196,123,2023-12-01,133.98
16638,1491,163,2025-08-09,103.8
16639,9360,294,2024-08-22,46.2
16640,8127,69,2024-03-18,56.94
16641,7532,464,2023-12-09,86.24
16642,4527,6,2023-12-19,149.92
16643,4306,45,2025-12-19,65.96
16644,5237,222,2024-06-03,103.15
16645,1321,347,2025-08-13,20.35
16646,9645,351,2025-06-24,111.24
16647,2997,1,2025-07-21,85.52
16648,9874,458,2025-03-10,61.01
16649,5229,221,2024-09-15,83.75
16650,3167,207,2025-11-04,45.05
16651,5822,244,2025-04-28,197.02
16652,2415,246,2024-05-03,71.44
16653,9485,34,2026-01-29,92.03
16654,2345,25,2026-04-21,182.94
16655,5134,477,2023-11-28,117.35
16656,8580,458,2024-11-15,10.76
16657,8147,190,2025-11-09,19.6
16658,7954,442,2026-02-27,36.51
16659,2280,171,2023-06-24,194.51
16660,1479,203,2026-01-07,194.13
16661,9296,147,2023-10-15,122.66
16662,8218,393,2023-09-28,127.13
16663,2988,197,2025-01-31,191.0
16664,8597,380,2025-10-24,45.25
16665,8737,63,2024-07-30,103.81
16666,5572,390,2026-01-20,134.44
16667,3268,388,2024-08-06,137.37
16668,9329,331,2025-11-04,19.73
16669,5191,390,2025-01-25,91.41
16670,4908,337,2023-09-22,127.86
16671,2741,262,2024-08-16,69.49
16672,1845,409,2024-03-30,40.06
16673,3038,192,2023-12-29,100.57
16674,7153,10,2025-06-06,157.38
16675,3244,361,2026-02-02,190.04
16676,6981,1,2024-08-21,18.2
16677,9799,176,2024-10-09,47.19
16678,2305,277,2023-10-06,115.68
16679,4543,282,2025-03-08,153.21
16680,252,19,2025-11-27,109.05
16681,5347,70,2025-06-14,54.43
16682,1897,256,2024-05-12,105.47
16683,5790,158,2025-04-29,57.68
16684,6278,336,2024-03-24,171.61
16685,7376,313,2025-05-25,26.9
16686,3327,419,2024-11-03,84.19
16687,7463,140,2025-03-13,103.34
16688,4557,139,2025-07-14,98.99
16689,2836,356,2026-04-21,26.87
16690,8586,180,2024-08-08,50.21
16691,9746,234,2025-12-23,42.97
16692,3282,255,2024-07-23,115.25
16693,7373,96,2026-03-22,111.99
16694,5675,186,2025-08-14,158.75
16695,5369,380,2026-03-06,50.76
16696,9898,2,2026-03-28,118.08
16697,7866,272,2024-04-28,33.65
16698,9754,214,2024-02-05,128.16
16699,7172,234,2025-02-24,172.77
16700,9934,146,2023-09-13,23.7
16701,4237,438,2024-03-09,30.97
16702,3479,228,2025-09-10,86.35
16703,7000,362,2025-09-08,102.84
16704,1763,99,2024-10-08,135.24
16705,8835,189,2023-07-22,152.42
16706,8256,155,2025-07-09,149.82
16707,2857,370,2026-04-14,133.0
16708,8298,130,2024-12-05,35.52
16709,2917,421,2024-03-12,53.82
16710,7444,371,2026-05-31,26.77
16711,1222,441,2026-03-18,44.83
16712,635,296,2025-01-07,124.85
16713,1827,376,2024-05-30,146.65
16714,9907,120,2024-09-21,96.83
16715,365,280,2025-11-29,198.43
16716,8480,233,2026-03-02,113.42
16717,4121,196,2023-10-24,30.0
16718,5429,240,2025-11-06,64.46
16719,3529,298,2024-01-15,171.45
16720,9675,156,2023-09-04,10.96
16721,1712,489,2024-10-14,179.76
16722,630,232,2025-02-15,139.14
16723,8744,493,2025-05-21,29.66
16724,4703,382,2024-03-21,153.44
16725,3069,363,2023-10-14,146.89
16726,5282,448,2024-07-13,33.78
16727,1347,299,2023-07-22,135.01
16728,4050,162,2025-06-05,39.64
16729,8105,82,2024-03-02,174.95
16730,318,229,2026-02-15,24.7
16731,3717,361,2023-06-28,42.06
16732,5556,211,2023-09-12,198.45
16733,8759,203,2026-04-17,61.41
16734,8920,175,2023-09-12,45.48
16735,6553,436,2024-09-28,25.94
16736,6031,138,2024-02-29,97.88
16737,3311,126,2023-11-24,141.17
16738,8602,466,2023-08-01,162.05
16739,5132,31,2025-05-23,180.72
16740,6644,240,2026-05-16,37.26
16741,1548,323,2023-09-09,149.58
16742,9524,312,2023-12-22,148.17
16743,7683,483,2025-10-22,14.97
16744,5102,106,2024-02-15,84.9
16745,2331,320,2025-02-13,17.59
16746,1174,435,2026-02-15,68.22
16747,2872,180,2023-09-27,13.13
16748,9628,410,2023-11-16,134.09
16749,7147,384,2024-03-27,56.67
16750,3578,7,2023-08-28,105.58
16751,5040,343,2025-01-17,75.24
16752,3945,182,2025-07-26,131.35
16753,1601,99,2025-11-13,161.01
16754,5001,354,2025-11-25,140.71
16755,9211,83,2025-11-17,77.86
16756,8880,101,2025-08-13,44.68
16757,3948,449,2025-08-29,59.52
16758,9093,138,2025-12-16,159.99
16759,6779,167,2025-05-14,138.42
16760,5147,366,2026-02-11,118.65
16761,1097,365,2025-01-30,36.43
16762,7721,285,2025-09-30,76.78
16763,3242,41,2024-02-29,171.96
16764,8444,331,2024-10-20,109.39
16765,8103,161,2025-11-27,102.51
16766,5791,215,2025-01-03,152.95
16767,3274,141,2026-04-20,180.14
16768,3241,151,2024-01-04,54.18
16769,28,51,2023-12-11,41.91
16770,7845,183,2024-07-11,96.54
16771,4841,350,2025-04-29,174.7
16772,9983,359,2023-11-14,165.87
16773,8552,87,2023-09-02,91.12
16774,2207,11,2025-02-25,193.59
16775,116,404,2024-09-14,119.43
16776,8086,228,2025-03-31,110.25
16777,4728,315,2026-02-15,59.54
16778,9609,95,2023-12-15,24.7
16779,4712,268,2024-02-17,79.71
16780,6164,467,2023-12-03,85.71
16781,4062,492,2025-12-05,185.25
16782,6703,92,2025-11-07,124.4
16783,6463,188,2026-01-30,50.55
16784,4981,279,2025-12-15,195.55
16785,5996,329,2023-11-26,120.79
16786,8497,360,2026-03-17,32.78
16787,2897,16,2024-05-31,43.29
16788,852,32,2025-10-25,16.99
16789,3079,239,2023-06-28,190.5
16790,485,458,2025-03-25,105.8
16791,2236,98,2023-09-26,136.86
16792,8735,291,2025-07-26,174.56
16793,7150,320,2025-09-15,159.5
16794,474,185,2025-01-10,149.76
